sign,wkt
S1,"LINESTRING (-120.4358910 34.6413120, -120.4360270 34.6412700, -120.4368380 34.6408110)"
S1,"LINESTRING (-120.4378720 34.6402260, -120.4369070 34.6407720)"
S1,"LINESTRING (-120.4369070 34.6407720, -120.4368380 34.6408110)"
S246,"LINESTRING (-120.4358910 34.6413120, -120.4358690 34.6413230)"
S246,"LINESTRING (-120.4329360 34.6429970, -120.4323590 34.6433570)"
S246,"LINESTRING (-120.4346620 34.6419990, -120.4334650 34.6426890)"
S246,"LINESTRING (-120.4334650 34.6426890, -120.4332930 34.6427880, -120.4332790 34.6427960, -120.4332340 34.6428220, -120.4330060 34.6429540, -120.4329890 34.6429640, -120.4329360 34.6429970)"
S246,"LINESTRING (-120.4257540 34.6549340, -120.4250530 34.6571150)"
S246,"LINESTRING (-120.4085610 34.6645570, -120.4075090 34.6645470, -120.4050560 34.6644970)"
S246,"LINESTRING (-120.4050560 34.6644970, -120.4049390 34.6644950, -120.4047060 34.6644960)"
S246,"LINESTRING (-120.3777310 34.6646530, -120.3753720 34.6646440, -120.3697100 34.6646110, -120.3697050 34.6646110, -120.3696700 34.6646110)"
S1,"LINESTRING (-120.4444140 34.7990280, -120.4441470 34.7992760, -120.4439070 34.7995400, -120.4435160 34.8000430, -120.4433210 34.8003420, -120.4433080 34.8003630)"
U101,"LINESTRING (-120.3884050 34.8567270, -120.3889880 34.8573830, -120.3896430 34.8581340)"
S1,"LINESTRING (-120.4242220 34.7665230, -120.4241290 34.7664740, -120.4240940 34.7664580)"
S1,"LINESTRING (-120.4333030 34.7821610, -120.4338000 34.7831910, -120.4344800 34.7846400, -120.4348670 34.7854590)"
S1,"LINESTRING (-120.4261850 34.7675970, -120.4264230 34.7677700, -120.4267440 34.7680410, -120.4268340 34.7681600, -120.4272660 34.7686770, -120.4273810 34.7688330, -120.4276010 34.7691610, -120.4276940 34.7693460, -120.4278250 34.7696670, -120.4278550 34.7697480)"
S1,"LINESTRING (-120.4278550 34.7697480, -120.4279800 34.7700930, -120.4279600 34.7701820, -120.4281170 34.7707750)"
S1,"LINESTRING (-120.4431160 34.8006870, -120.4429900 34.8008980, -120.4428430 34.8011730)"
S1,"LINESTRING (-120.4428430 34.8011730, -120.4434470 34.8023860, -120.4436350 34.8027570, -120.4444560 34.8043780)"
S1,"LINESTRING (-120.4433080 34.8003630, -120.4431410 34.8006450)"
S1,"LINESTRING (-120.4431410 34.8006450, -120.4431160 34.8006870)"
S1,"LINESTRING (-120.4444560 34.8043780, -120.4445200 34.8045050, -120.4448130 34.8050730, -120.4450150 34.8054580)"
S1,"LINESTRING (-120.4450790 34.8055810, -120.4454320 34.8062540)"
S1,"LINESTRING (-120.4450150 34.8054580, -120.4450790 34.8055810)"
S1,"LINESTRING (-120.4427320 34.8009620, -120.4428350 34.8011570, -120.4428430 34.8011730)"
S1,"LINESTRING (-120.4500200 34.8217020, -120.4500040 34.8218850, -120.4498870 34.8231990, -120.4497290 34.8245160, -120.4496510 34.8253480)"
S1,"LINESTRING (-120.4495380 34.8175130, -120.4496040 34.8177780, -120.4499530 34.8192550, -120.4500370 34.8196980, -120.4501090 34.8204230, -120.4500810 34.8210250, -120.4500200 34.8217020)"
S166,"LINESTRING (-120.0955170 35.1107520, -120.0954240 35.1107780, -120.0950660 35.1108940)"
S166,"LINESTRING (-120.0881580 35.1114430, -120.0880390 35.1114090, -120.0875780 35.1113110, -120.0869900 35.1112070, -120.0866650 35.1111160, -120.0854510 35.1106900, -120.0848130 35.1104350, -120.0844100 35.1102880, -120.0841500 35.1102090, -120.0838390 35.1100990, -120.0835290 35.1099900, -120.0832980 35.1098940)"
S1,"LINESTRING (-120.4522930 34.8463980, -120.4522850 34.8467170, -120.4522240 34.8493580, -120.4521610 34.8503400)"
S1,"LINESTRING (-120.4522930 34.8463980, -120.4523130 34.8477360, -120.4523290 34.8482770, -120.4523200 34.8486230, -120.4523290 34.8487520, -120.4523450 34.8498390, -120.4523310 34.8503050, -120.4523360 34.8505440)"
S135,"LINESTRING (-120.3871530 34.7581230, -120.3857400 34.7579330, -120.3849340 34.7578300)"
S135,"LINESTRING (-120.3886890 34.7583220, -120.3881420 34.7582560, -120.3871530 34.7581230)"
S135,"LINESTRING (-120.3892010 34.7583840, -120.3886890 34.7583220)"
U101,"LINESTRING (-120.3624510 34.8283430, -120.3611700 34.8272550, -120.3596990 34.8260290, -120.3588240 34.8252860)"
U101,"LINESTRING (-120.3837900 34.8513650, -120.3838220 34.8514010)"
U101,"LINESTRING (-120.3442300 34.8075020, -120.3446450 34.8086230, -120.3448260 34.8091020)"
S1,"LINESTRING (-120.5733950 34.9403210, -120.5735460 34.9405430)"
S1,"LINESTRING (-120.5740820 34.9549120, -120.5740690 34.9559860)"
S1,"LINESTRING (-120.5740690 34.9559860, -120.5740600 34.9567790, -120.5740630 34.9573990, -120.5740640 34.9575300)"
S1,"LINESTRING (-120.5740640 34.9575300, -120.5740630 34.9575560)"
S166,"LINESTRING (-120.5669500 34.9574590, -120.5659980 34.9574600, -120.5658580 34.9574620)"
S1,"LINESTRING (-120.5738820 34.9679500, -120.5738860 34.9684030, -120.5738660 34.9691020, -120.5738260 34.9692290, -120.5736020 34.9695920, -120.5733480 34.9699780, -120.5730590 34.9704620, -120.5723500 34.9715750, -120.5716270 34.9727230, -120.5716140 34.9727480, -120.5715370 34.9728900)"
S1,"LINESTRING (-120.5710700 34.9746910, -120.5710650 34.9747410, -120.5709550 34.9758050, -120.5709460 34.9758880)"
S1,"LINESTRING (-120.5710720 34.9746720, -120.5710700 34.9746910)"
S1,"LINESTRING (-120.5709460 34.9758880, -120.5709440 34.9759100, -120.5709180 34.9762940, -120.5708910 34.9766770, -120.5708330 34.9775100)"
S1,"LINESTRING (-120.5708330 34.9775100, -120.5708290 34.9775670)"
S1,"LINESTRING (-120.5708290 34.9775680, -120.5708250 34.9776280)"
S1,"LINESTRING (-120.4981220 34.8818530, -120.4974480 34.8814160, -120.4974370 34.8814100, -120.4970700 34.8812180, -120.4964420 34.8809780, -120.4964130 34.8809660)"
S1,"LINESTRING (-120.4666700 34.8704050, -120.4657180 34.8697760, -120.4644030 34.8689110, -120.4633830 34.8682230)"
S166,"LINESTRING (-120.4896150 34.9553520, -120.4882150 34.9552500, -120.4864510 34.9551140)"
S166,"LINESTRING (-120.4610260 34.9533490, -120.4601860 34.9533410, -120.4601580 34.9533410, -120.4599980 34.9533390, -120.4596150 34.9533370)"
S135,"LINESTRING (-120.4365260 34.8785160, -120.4365250 34.8785210)"
S135,"LINESTRING (-120.4365020 34.8828930, -120.4364870 34.8830980, -120.4364870 34.8834840, -120.4364860 34.8865680, -120.4364650 34.8874930, -120.4364530 34.8888620, -120.4364530 34.8898190)"
S135,"LINESTRING (-120.4364510 34.8930070, -120.4364510 34.8934290, -120.4364340 34.8944690, -120.4364340 34.8944850)"
S135,"LINESTRING (-120.4358360 34.9139960, -120.4358410 34.9152410, -120.4358950 34.9163200, -120.4359020 34.9166660, -120.4359090 34.9174440)"
S135,"LINESTRING (-120.4358470 34.9067380, -120.4358520 34.9073250, -120.4358400 34.9079410, -120.4358400 34.9080000, -120.4358460 34.9087670)"
S135,"LINESTRING (-120.4358490 34.9090930, -120.4358470 34.9092050, -120.4358470 34.9095160, -120.4358480 34.9096350)"
S135,"LINESTRING (-120.4358460 34.9087670, -120.4358490 34.9090850)"
S135,"LINESTRING (-120.4358390 34.9128460, -120.4358390 34.9128940, -120.4358320 34.9130210, -120.4358360 34.9139960)"
S135,"LINESTRING (-120.4358400 34.9128170, -120.4358390 34.9128460)"
S135,"LINESTRING (-120.4359090 34.9174440, -120.4359360 34.9206260)"
S135,"LINESTRING (-120.4359360 34.9206550, -120.4359370 34.9207690, -120.4359340 34.9208840, -120.4359340 34.9208980)"
U101,"LINESTRING (-120.4157120 34.8882440, -120.4160040 34.8885980, -120.4162100 34.8888960, -120.4165360 34.8894090, -120.4166860 34.8896990, -120.4172270 34.8906060, -120.4174110 34.8909450, -120.4174860 34.8911320)"
U101,"LINESTRING (-120.4145780 34.8869140, -120.4154850 34.8879690, -120.4155930 34.8881000)"
U101,"LINESTRING (-120.4144770 34.8867960, -120.4145100 34.8868350, -120.4145780 34.8869140)"
U101,"LINESTRING (-120.4155930 34.8881000, -120.4157120 34.8882440)"
U101,"LINESTRING (-120.4174870 34.8911350, -120.4177580 34.8919850)"
U101,"LINESTRING (-120.3959460 34.8654200, -120.3959970 34.8654840, -120.3975460 34.8672410, -120.3981510 34.8679560, -120.3981780 34.8679870)"
U101,"LINESTRING (-120.3958760 34.8653340, -120.3959200 34.8653870, -120.3959460 34.8654200)"
U101,"LINESTRING (-120.4177670 34.9202810, -120.4177570 34.9210050, -120.4177550 34.9213080, -120.4177310 34.9235950)"
U101,"LINESTRING (-120.4177310 34.9236060, -120.4177310 34.9236180)"
U101,"LINESTRING (-120.4177310 34.9235950, -120.4177310 34.9236060)"
U101,"LINESTRING (-120.4177060 34.9271520, -120.4177050 34.9272130, -120.4176880 34.9295780)"
S166,"LINESTRING (-120.4446900 34.9531870, -120.4446240 34.9531850, -120.4440220 34.9531720, -120.4435450 34.9531610, -120.4429080 34.9531440, -120.4425570 34.9531410, -120.4414880 34.9531430, -120.4403870 34.9531270, -120.4389850 34.9531030, -120.4388450 34.9531020, -120.4387510 34.9531010)"
S166,"LINESTRING (-120.4538690 34.9532540, -120.4537590 34.9532530, -120.4536280 34.9532530, -120.4515460 34.9532200)"
S166,"LINESTRING (-120.4387510 34.9531010, -120.4373910 34.9530790, -120.4359590 34.9530640, -120.4358720 34.9530650)"
S166,"LINESTRING (-120.4358720 34.9530650, -120.4357950 34.9530660)"
S166,"LINESTRING (-120.4341290 34.9530680, -120.4335490 34.9530790, -120.4327350 34.9530910, -120.4315470 34.9530930, -120.4313960 34.9530920, -120.4313400 34.9530930)"
U101,"LINESTRING (-120.4288500 34.9773870, -120.4299290 34.9791250, -120.4308280 34.9805780, -120.4308310 34.9805810)"
U101,"LINESTRING (-120.4321610 34.9831240, -120.4323310 34.9835530, -120.4326420 34.9844700, -120.4326950 34.9846460)"
U101,"LINESTRING (-120.4308310 34.9805810, -120.4313460 34.9814140)"
U101,"LINESTRING (-120.4313460 34.9814140, -120.4314080 34.9815290)"
U101,"LINESTRING (-120.4175590 34.9462270, -120.4175180 34.9471030)"
U101,"LINESTRING (-120.4176570 34.9384440, -120.4176570 34.9384740, -120.4176560 34.9386640, -120.4176520 34.9425000, -120.4176530 34.9439300, -120.4175840 34.9456440)"
U101,"LINESTRING (-120.4176620 34.9367350, -120.4176530 34.9378780, -120.4176510 34.9381410, -120.4176580 34.9383450)"
U101,"LINESTRING (-120.4176640 34.9364430, -120.4176620 34.9367350)"
U101,"LINESTRING (-120.4176580 34.9383450, -120.4176570 34.9384440)"
S246,"LINESTRING (-120.2938190 34.6373140, -120.2936620 34.6372050, -120.2932830 34.6369130, -120.2927690 34.6365000, -120.2914340 34.6353880, -120.2910080 34.6350390)"
S246,"LINESTRING (-120.2945000 34.6377760, -120.2942530 34.6376160, -120.2938190 34.6373140)"
S246,"LINESTRING (-120.2910080 34.6350390, -120.2906270 34.6347260)"
S166,"LINESTRING (-120.0831840 35.1098470, -120.0825830 35.1095830, -120.0824700 35.1095320, -120.0822020 35.1094060)"
S166,"LINESTRING (-120.0832980 35.1098940, -120.0831840 35.1098470)"
S166,"LINESTRING (-120.0919500 35.1116120, -120.0919140 35.1116170, -120.0918870 35.1116200, -120.0918390 35.1116250, -120.0912870 35.1116850, -120.0911960 35.1116880, -120.0908740 35.1116970, -120.0903330 35.1116940, -120.0901240 35.1116880)"
S166,"LINESTRING (-120.0940490 35.1112220, -120.0935740 35.1113530, -120.0929940 35.1114680, -120.0929460 35.1114780, -120.0919500 35.1116120)"
U101,"LINESTRING (-120.2082920 34.7213370, -120.2080250 34.7211450)"
U101,"LINESTRING (-120.2943460 34.7568670, -120.2927310 34.7560010)"
U101,"LINESTRING (-120.2979320 34.7593460, -120.2979640 34.7593760, -120.2983720 34.7598400, -120.2987300 34.7602660, -120.2991660 34.7608240, -120.2993200 34.7610340)"
S135,"LINESTRING (-120.2834070 34.7443110, -120.2831130 34.7442770, -120.2829990 34.7442690)"
S135,"LINESTRING (-120.2829990 34.7442690, -120.2828860 34.7442600, -120.2813320 34.7441840, -120.2804360 34.7441330, -120.2795170 34.7440840, -120.2790910 34.7440650)"
U101,"LINESTRING (-120.2858220 34.7523150, -120.2855280 34.7521580)"
U101,"LINESTRING (-120.2699800 34.7420720, -120.2697880 34.7419330, -120.2689940 34.7413790, -120.2675710 34.7404070, -120.2666220 34.7397180, -120.2665850 34.7396930)"
S135,"LINESTRING (-120.2721430 34.7423550, -120.2721180 34.7423340, -120.2719950 34.7422310, -120.2718690 34.7422430, -120.2717950 34.7422580, -120.2716360 34.7422910, -120.2714880 34.7423360)"
U101,"LINESTRING (-120.2705720 34.7424970, -120.2699800 34.7420720)"
S135,"LINESTRING (-120.2714880 34.7423360, -120.2708440 34.7426940)"
U101,"LINESTRING (-120.2717960 34.7433670, -120.2714580 34.7431370, -120.2713670 34.7430750, -120.2708440 34.7426940)"
S135,"LINESTRING (-120.2730770 34.7429520, -120.2730060 34.7429130, -120.2726560 34.7427080, -120.2721970 34.7424010, -120.2721430 34.7423550)"
U101,"LINESTRING (-120.2731040 34.7442670, -120.2724260 34.7437960, -120.2717960 34.7433670)"
U101,"LINESTRING (-120.2706810 34.7425760, -120.2705720 34.7424970)"
U101,"LINESTRING (-120.2708440 34.7426940, -120.2706820 34.7425770)"
S154,"LINESTRING (-120.1264340 34.6698770, -120.1265990 34.6700500, -120.1276580 34.6712120, -120.1279010 34.6715210, -120.1279470 34.6715880)"
S154,"LINESTRING (-120.1557380 34.6818300, -120.1556290 34.6817010, -120.1553850 34.6814760, -120.1551760 34.6813210, -120.1549140 34.6811620, -120.1545730 34.6810200, -120.1541520 34.6808740, -120.1536860 34.6807570, -120.1533070 34.6807140, -120.1528870 34.6807120, -120.1524410 34.6807800, -120.1517130 34.6809340)"
U101,"LINESTRING (-120.1568530 34.6815060, -120.1568470 34.6815440, -120.1566810 34.6826060, -120.1565220 34.6836640, -120.1565010 34.6839390, -120.1564980 34.6844520, -120.1565090 34.6845750)"
U101,"LINESTRING (-120.1569080 34.6811590, -120.1568530 34.6815060)"
S154,"LINESTRING (-120.1559370 34.6821450, -120.1558340 34.6819430, -120.1557380 34.6818300)"
U101,"LINESTRING (-120.1569410 34.6863780, -120.1569520 34.6864070, -120.1570580 34.6866590, -120.1575590 34.6878460)"
U101,"LINESTRING (-120.1568880 34.6862320, -120.1569410 34.6863780)"
S246,"LINESTRING (-120.0981360 34.6066130, -120.0974560 34.6065980, -120.0965590 34.6065910, -120.0957570 34.6065800, -120.0952780 34.6066040, -120.0950990 34.6066190, -120.0948620 34.6066510, -120.0945640 34.6067240, -120.0943450 34.6067960)"
S246,"LINESTRING (-120.1081370 34.6065480, -120.1080150 34.6065650, -120.1073410 34.6066210, -120.1067610 34.6066540, -120.1060850 34.6066700, -120.1046760 34.6066780, -120.1043980 34.6066750, -120.1035730 34.6066680, -120.1034300 34.6066610, -120.1026140 34.6066530, -120.1024770 34.6066520)"
S246,"LINESTRING (-120.0981510 34.6066130, -120.0981360 34.6066130)"
S154,"LINESTRING (-120.1202670 34.6678820, -120.1199400 34.6678810)"
S246,"LINESTRING (-120.0943450 34.6067960, -120.0941510 34.6068600, -120.0938140 34.6069850, -120.0930040 34.6073180, -120.0924650 34.6075400, -120.0912320 34.6080770, -120.0910650 34.6081440)"
S154,"LINESTRING (-120.0694370 34.6225960, -120.0694240 34.6225850, -120.0693560 34.6225280, -120.0693150 34.6224930)"
S154,"LINESTRING (-120.0902290 34.6446240, -120.0906710 34.6451480, -120.0920660 34.6467620)"
S166,"LINESTRING (-120.2618630 35.0256200, -120.2610350 35.0256190, -120.2601020 35.0256180, -120.2593740 35.0256280, -120.2591640 35.0256330)"
S166,"LINESTRING (-120.2280570 35.0217400, -120.2280350 35.0217280, -120.2278920 35.0216600, -120.2278830 35.0216560, -120.2274780 35.0214840)"
S166,"LINESTRING (-120.2274780 35.0214840, -120.2274560 35.0214750, -120.2274300 35.0214670)"
S166,"LINESTRING (-120.2141470 35.0211840, -120.2141020 35.0211850, -120.2127320 35.0211340, -120.2125540 35.0211160, -120.2121020 35.0210680, -120.2115170 35.0210680, -120.2115010 35.0210690)"
S166,"LINESTRING (-120.2148170 35.0211570, -120.2146440 35.0211750, -120.2141470 35.0211840)"
S166,"LINESTRING (-120.2080410 35.0222460, -120.2079370 35.0222890, -120.2072940 35.0226210, -120.2068850 35.0228900, -120.2067370 35.0230090)"
S166,"LINESTRING (-120.2089120 35.0218520, -120.2083230 35.0221300, -120.2080410 35.0222460)"
S166,"LINESTRING (-120.1823740 35.0447810, -120.1823740 35.0447890, -120.1824060 35.0450620, -120.1824750 35.0452850, -120.1825340 35.0454280, -120.1826200 35.0455920, -120.1828590 35.0459790)"
S166,"LINESTRING (-120.1861620 35.0352570, -120.1860830 35.0353010, -120.1859170 35.0353830, -120.1855980 35.0355070, -120.1848640 35.0357410, -120.1842570 35.0359340)"
S166,"LINESTRING (-120.1880570 35.0317470, -120.1879840 35.0319070, -120.1878920 35.0321640, -120.1878830 35.0322060, -120.1878770 35.0322320, -120.1875760 35.0336380, -120.1874810 35.0339170, -120.1874120 35.0340700, -120.1872150 35.0343590, -120.1869490 35.0346870, -120.1867670 35.0348640, -120.1866460 35.0349590, -120.1864300 35.0351050, -120.1861620 35.0352570)"
S166,"LINESTRING (-120.1606720 35.0758070, -120.1602130 35.0759110)"
S166,"LINESTRING (-120.1391600 35.0943840, -120.1388810 35.0945980, -120.1386950 35.0947690, -120.1385080 35.0948980)"
S166,"LINESTRING (-120.1684750 35.0723830, -120.1684180 35.0724390, -120.1674050 35.0734090, -120.1672440 35.0735630, -120.1665640 35.0741490, -120.1662620 35.0743690, -120.1660730 35.0744940)"
S166,"LINESTRING (-120.1719590 35.0666960, -120.1719890 35.0668270, -120.1720140 35.0670960, -120.1720180 35.0671710)"
S166,"LINESTRING (-120.1690450 35.0718210, -120.1684750 35.0723830)"
S166,"LINESTRING (-120.1653700 35.0748950, -120.1648290 35.0751050, -120.1641050 35.0753210, -120.1634160 35.0754540, -120.1625080 35.0755720, -120.1615680 35.0756790, -120.1613160 35.0757150)"
S166,"LINESTRING (-120.1656670 35.0747510, -120.1656300 35.0747710, -120.1653700 35.0748950)"
S166,"LINESTRING (-120.1660730 35.0744940, -120.1657860 35.0746840, -120.1656670 35.0747510)"
S166,"LINESTRING (-120.1613160 35.0757150, -120.1606720 35.0758070)"
S166,"LINESTRING (-120.1559700 35.0780220, -120.1558730 35.0780770, -120.1556840 35.0781870)"
S166,"LINESTRING (-120.1566280 35.0776550, -120.1564120 35.0777680, -120.1560680 35.0779650)"
S166,"LINESTRING (-120.1560680 35.0779650, -120.1559700 35.0780210)"
S166,"LINESTRING (-120.1530200 35.0798610, -120.1513100 35.0808970, -120.1512630 35.0809220)"
S166,"LINESTRING (-120.1546620 35.0788450, -120.1544900 35.0789700, -120.1542380 35.0791230, -120.1530200 35.0798610)"
S166,"LINESTRING (-120.1551490 35.0785020, -120.1550760 35.0785450, -120.1546620 35.0788450)"
S166,"LINESTRING (-120.1556840 35.0781870, -120.1554680 35.0783130)"
S166,"LINESTRING (-120.1554680 35.0783130, -120.1554260 35.0783370, -120.1553380 35.0783900)"
S166,"LINESTRING (-120.1553370 35.0783900, -120.1551490 35.0785020)"
S166,"LINESTRING (-120.1504970 35.0813300, -120.1504710 35.0813440, -120.1500390 35.0815770, -120.1497130 35.0817770)"
S166,"LINESTRING (-120.1512630 35.0809220, -120.1510810 35.0810190, -120.1506630 35.0812420, -120.1505670 35.0812930)"
S166,"LINESTRING (-120.1409000 35.0917100, -120.1408570 35.0918570)"
S166,"LINESTRING (-120.1408570 35.0918570, -120.1408390 35.0919160)"
S166,"LINESTRING (-120.1392070 35.0943470, -120.1391830 35.0943660)"
S166,"LINESTRING (-120.1391830 35.0943660, -120.1391600 35.0943840)"
S166,"LINESTRING (-120.1356750 35.0958910, -120.1353980 35.0959110, -120.1347510 35.0958840, -120.1342410 35.0957910, -120.1339490 35.0957240, -120.1335690 35.0956250)"
S166,"LINESTRING (-120.1332800 35.0955270, -120.1330970 35.0954630, -120.1326640 35.0952840, -120.1317400 35.0948590)"
S166,"LINESTRING (-120.1335480 35.0956200, -120.1333450 35.0955490, -120.1332800 35.0955270)"
S166,"LINESTRING (-120.1335690 35.0956250, -120.1335480 35.0956200)"
S166,"LINESTRING (-120.1317400 35.0948590, -120.1316990 35.0948390)"
S166,"LINESTRING (-120.0950080 35.1109130, -120.0940780 35.1112140, -120.0940490 35.1112220)"
