sign,wkt
U101,"LINESTRING (-119.7099230 34.4179610, -119.7095440 34.4177050, -119.7078630 34.4167330, -119.7076760 34.4166170)"
S135,"LINESTRING (-120.4019650 34.7587350, -120.4018560 34.7587210, -120.4013410 34.7586510, -120.4008190 34.7585930, -120.3987190 34.7583420)"
S1,"LINESTRING (-120.4498520 34.8285410, -120.4499430 34.8289820, -120.4501270 34.8297820, -120.4506160 34.8321370, -120.4508780 34.8335560, -120.4511660 34.8353410, -120.4512640 34.8363260)"
S1,"LINESTRING (-120.4489930 34.8150810, -120.4495280 34.8174730, -120.4495380 34.8175130)"
S1,"LINESTRING (-120.4519720 34.8430340, -120.4521020 34.8440960, -120.4521530 34.8448870, -120.4522870 34.8460300, -120.4522930 34.8463980)"
S1,"LINESTRING (-120.4526270 34.8548480, -120.4527720 34.8551860, -120.4531890 34.8563750)"
S135,"LINESTRING (-120.4463990 34.8577860, -120.4461300 34.8578430, -120.4460310 34.8578640, -120.4455240 34.8579380, -120.4451620 34.8579620)"
S135,"LINESTRING (-120.4380110 34.8598810, -120.4379100 34.8599830, -120.4377290 34.8602100)"
U101,"LINESTRING (-120.3928880 34.8619030, -120.3930970 34.8621360, -120.3936890 34.8628140, -120.3940300 34.8632170)"
U101,"LINESTRING (-120.3896430 34.8581340, -120.3898480 34.8583700, -120.3899490 34.8584890)"
U101,"LINESTRING (-119.5422300 34.4059720, -119.5409510 34.4059590, -119.5404470 34.4059370, -119.5401300 34.4059090, -119.5398080 34.4058680, -119.5395150 34.4058320, -119.5383340 34.4056040, -119.5381130 34.4055690, -119.5361160 34.4052060, -119.5348330 34.4049800, -119.5337130 34.4047330, -119.5324350 34.4045220)"
U101,"LINESTRING (-120.1190830 34.4724740, -120.1184190 34.4723230, -120.1177000 34.4720870, -120.1168930 34.4717790, -120.1164700 34.4715570, -120.1140160 34.4701460, -120.1119580 34.4691850)"
U101,"LINESTRING (-120.1119580 34.4691850, -120.1116950 34.4690620, -120.1109780 34.4687200, -120.1098980 34.4682560, -120.1089300 34.4679100, -120.1070840 34.4672360)"
U101,"LINESTRING (-120.0908650 34.4617450, -120.0900300 34.4616750, -120.0890020 34.4616610, -120.0880090 34.4617040, -120.0846350 34.4618450, -120.0845650 34.4618460)"
S246,"LINESTRING (-120.1400650 34.5960180, -120.1392810 34.5960100, -120.1385610 34.5959950, -120.1380080 34.5959840, -120.1379460 34.5959830, -120.1368370 34.5959600, -120.1347680 34.5959520, -120.1346100 34.5959610)"
U101,"LINESTRING (-119.5970830 34.4202420, -119.5964480 34.4200190, -119.5951150 34.4196370, -119.5939290 34.4193880, -119.5927910 34.4191500, -119.5924230 34.4190530, -119.5924020 34.4190470, -119.5919430 34.4189010, -119.5914440 34.4187210, -119.5903140 34.4182820, -119.5899710 34.4181270, -119.5895540 34.4179670, -119.5891630 34.4178330, -119.5884330 34.4176090)"
S1,"LINESTRING (-120.5425250 34.9084960, -120.5418000 34.9079810, -120.5410680 34.9074730, -120.5392390 34.9061780, -120.5391340 34.9061140, -120.5386350 34.9057590, -120.5384420 34.9056210, -120.5377560 34.9051430, -120.5371310 34.9047390, -120.5367580 34.9045180, -120.5360470 34.9041400, -120.5356500 34.9039480, -120.5349950 34.9036640)"
S1,"LINESTRING (-120.5507900 34.9143130, -120.5506220 34.9141920, -120.5448890 34.9101530, -120.5441150 34.9096190, -120.5433530 34.9090780, -120.5431210 34.9089130, -120.5429410 34.9087910, -120.5426580 34.9085900)"
S1,"LINESTRING (-120.5349950 34.9036640, -120.5349550 34.9036470, -120.5330860 34.9029350, -120.5324910 34.9027100, -120.5306990 34.9020300, -120.5293910 34.9015430, -120.5281340 34.9010680)"
S1,"LINESTRING (-120.5682810 34.9324130, -120.5683330 34.9325070, -120.5683450 34.9325250, -120.5690340 34.9335730, -120.5711280 34.9368290, -120.5724000 34.9388660, -120.5733950 34.9403210)"
U101,"LINESTRING (-120.4175840 34.9456440, -120.4175810 34.9457240, -120.4175770 34.9458320, -120.4175590 34.9462270)"
U101,"LINESTRING (-120.4171120 34.9554110, -120.4171250 34.9557180, -120.4172280 34.9563930, -120.4172720 34.9566870, -120.4174260 34.9574300, -120.4175470 34.9579600, -120.4176490 34.9583270, -120.4177040 34.9584970, -120.4178250 34.9588740)"
S166,"LINESTRING (-119.8862340 35.0399550, -119.8861620 35.0398940, -119.8854600 35.0392990, -119.8847320 35.0387070, -119.8842160 35.0383090, -119.8835770 35.0378850, -119.8832770 35.0376960, -119.8832250 35.0376630, -119.8829070 35.0374840, -119.8828770 35.0374690, -119.8827620 35.0374130, -119.8823770 35.0371640, -119.8814930 35.0366780, -119.8809570 35.0364180, -119.8804850 35.0361720, -119.8791440 35.0355480, -119.8780250 35.0350610, -119.8773840 35.0347380)"
U101,"LINESTRING (-119.8047960 34.4416830, -119.8038940 34.4416070, -119.8032060 34.4415920, -119.8018550 34.4415920, -119.7972920 34.4417500, -119.7969470 34.4417620, -119.7953770 34.4418100, -119.7942980 34.4418590)"
S154,"LINESTRING (-119.7964830 34.4917740, -119.7967610 34.4919040, -119.7976340 34.4923720, -119.7980110 34.4926190, -119.7983440 34.4928890, -119.7985550 34.4930940, -119.7996090 34.4942510, -119.7999510 34.4946430, -119.8002420 34.4950100, -119.8004870 34.4954230, -119.8006660 34.4959390, -119.8007400 34.4963010, -119.8008590 34.4976160, -119.8008760 34.4979020)"
U101,"LINESTRING (-119.9358690 34.4395460, -119.9333550 34.4392470, -119.9289560 34.4387930, -119.9287760 34.4387780, -119.9281620 34.4386920, -119.9276270 34.4386050, -119.9275220 34.4385840, -119.9271130 34.4385000, -119.9264200 34.4383490, -119.9260000 34.4382390)"
U101,"LINESTRING (-120.0398690 34.4644010, -120.0397670 34.4644140, -120.0392550 34.4644590, -120.0388680 34.4644830, -120.0384210 34.4645000, -120.0383820 34.4645000, -120.0380180 34.4645030, -120.0371900 34.4644790, -120.0367770 34.4644400, -120.0353550 34.4643270, -120.0345260 34.4642460, -120.0320280 34.4640210, -120.0295940 34.4638210, -120.0290420 34.4637700, -120.0288350 34.4637510, -120.0262980 34.4636640, -120.0246930 34.4636830, -120.0241160 34.4636790, -120.0240090 34.4636760)"
U101,"LINESTRING (-120.0148030 34.4624180, -120.0140670 34.4623240, -120.0123060 34.4621560, -120.0108190 34.4619850, -120.0084150 34.4616930, -120.0065970 34.4614860)"
U101,"LINESTRING (-119.9594750 34.4478200, -119.9594370 34.4477910, -119.9593620 34.4477340, -119.9586670 34.4471790)"
U101,"LINESTRING (-119.9429590 34.4408420, -119.9411640 34.4404120, -119.9392400 34.4399780, -119.9389910 34.4399400, -119.9382880 34.4398340, -119.9376400 34.4397570, -119.9360400 34.4395670)"
S154,"LINESTRING (-120.0315420 34.5894260, -120.0310720 34.5891670, -120.0307780 34.5890270)"
S154,"LINESTRING (-120.0329080 34.5903490, -120.0327290 34.5901990, -120.0327160 34.5901900, -120.0325490 34.5900650, -120.0320070 34.5897060, -120.0319840 34.5896920, -120.0316770 34.5895010, -120.0316190 34.5894690, -120.0315420 34.5894260)"
S154,"LINESTRING (-120.0247570 34.5878070, -120.0242590 34.5878290, -120.0232350 34.5879310, -120.0232150 34.5879330, -120.0210280 34.5881280, -120.0196250 34.5882680, -120.0196060 34.5882690)"
S154,"LINESTRING (-119.9707130 34.5750890, -119.9702550 34.5749700, -119.9698640 34.5748530, -119.9690930 34.5745800, -119.9687500 34.5744470, -119.9684350 34.5743370, -119.9679980 34.5741560, -119.9677460 34.5740370, -119.9672940 34.5738010, -119.9662390 34.5732780, -119.9656970 34.5730440, -119.9647410 34.5726790, -119.9646070 34.5726290, -119.9644230 34.5725820, -119.9642190 34.5725290, -119.9641070 34.5725080, -119.9639110 34.5724820, -119.9636640 34.5724500, -119.9631560 34.5724110, -119.9627300 34.5724080, -119.9623120 34.5723890, -119.9612470 34.5723940, -119.9610870 34.5724090, -119.9601920 34.5725810, -119.9598570 34.5726390, -119.9590520 34.5728650, -119.9587600 34.5729630, -119.9587490 34.5729670, -119.9583420 34.5731000, -119.9579470 34.5732090, -119.9577040 34.5732490, -119.9576310 34.5732520)"
U101,"LINESTRING (-119.9010190 34.4324590, -119.9004860 34.4324640, -119.8977510 34.4324690, -119.8963250 34.4324850, -119.8926960 34.4325270, -119.8920600 34.4325270)"
U101,"LINESTRING (-119.9206660 34.4363270, -119.9196880 34.4359630, -119.9194870 34.4358880, -119.9185700 34.4355630, -119.9179090 34.4353080, -119.9175690 34.4351850, -119.9161940 34.4346850, -119.9161170 34.4346560, -119.9151490 34.4342900, -119.9150710 34.4342610, -119.9130780 34.4335660)"
U101,"LINESTRING (-119.9260000 34.4382390, -119.9256570 34.4381490, -119.9236020 34.4374430, -119.9226020 34.4370790, -119.9222690 34.4369430)"
U101,"LINESTRING (-119.8920600 34.4325270, -119.8908580 34.4325280, -119.8902090 34.4325430, -119.8881160 34.4325450, -119.8824410 34.4325880, -119.8812690 34.4325970, -119.8803810 34.4326140, -119.8793920 34.4326620, -119.8777630 34.4328120, -119.8764230 34.4329870, -119.8759640 34.4330770, -119.8749380 34.4333170, -119.8745010 34.4334610)"
U101,"LINESTRING (-119.8703850 34.4346340, -119.8698900 34.4347220, -119.8692070 34.4348050)"
U101,"LINESTRING (-119.8404990 34.4388740, -119.8387140 34.4390410, -119.8372040 34.4391720)"
U101,"LINESTRING (-119.8591730 34.4366700, -119.8582350 34.4368380, -119.8565300 34.4371800, -119.8561250 34.4372510, -119.8559940 34.4372770)"
U101,"LINESTRING (-119.8477440 34.4380490, -119.8466980 34.4381700, -119.8449290 34.4383930, -119.8439480 34.4384870, -119.8427450 34.4386330, -119.8409810 34.4388290, -119.8404990 34.4388740)"
U101,"LINESTRING (-119.8371140 34.4391800, -119.8370840 34.4391830, -119.8333530 34.4395170, -119.8330430 34.4395450)"
U101,"LINESTRING (-119.8293950 34.4398380, -119.8292320 34.4398510, -119.8284850 34.4399250, -119.8264150 34.4401300, -119.8260010 34.4401640, -119.8250410 34.4402610, -119.8230940 34.4404390)"
U101,"LINESTRING (-119.8129030 34.4415620, -119.8127860 34.4415830, -119.8120690 34.4417040, -119.8118840 34.4417320)"
S154,"LINESTRING (-119.8532450 34.5325140, -119.8530380 34.5325100, -119.8509640 34.5324970, -119.8509290 34.5324970, -119.8503580 34.5324950, -119.8493780 34.5324720, -119.8472600 34.5324400, -119.8469800 34.5324270, -119.8464220 34.5323580, -119.8459490 34.5322510, -119.8457210 34.5321860, -119.8455140 34.5321130, -119.8453780 34.5320740, -119.8452060 34.5320040, -119.8449320 34.5318770, -119.8430230 34.5309530)"
S154,"LINESTRING (-119.8430230 34.5309530, -119.8376990 34.5283760, -119.8372820 34.5281470, -119.8369130 34.5279000, -119.8366960 34.5277330, -119.8366430 34.5276870)"
S154,"LINESTRING (-119.8366430 34.5276870, -119.8360030 34.5271340, -119.8359210 34.5270660, -119.8352790 34.5265370, -119.8346680 34.5260100, -119.8345650 34.5259210, -119.8338880 34.5253090)"
S154,"LINESTRING (-119.8195050 34.5081460, -119.8192600 34.5080170, -119.8189710 34.5078440, -119.8188190 34.5077320, -119.8186560 34.5075960, -119.8183300 34.5072920, -119.8179110 34.5068620, -119.8176890 34.5066240, -119.8172970 34.5062770, -119.8171220 34.5061440, -119.8167850 34.5059180, -119.8166160 34.5058360, -119.8163060 34.5057060, -119.8157280 34.5055230, -119.8135490 34.5048980, -119.8129710 34.5047250)"
S154,"LINESTRING (-119.8249560 34.5139680, -119.8249660 34.5139850, -119.8251310 34.5141940, -119.8253020 34.5143730, -119.8255470 34.5145710, -119.8256540 34.5146420, -119.8260970 34.5148870, -119.8262870 34.5149600, -119.8269920 34.5151870, -119.8275390 34.5153630, -119.8278350 34.5154930, -119.8281770 34.5156920, -119.8283610 34.5158370, -119.8284840 34.5159340, -119.8286960 34.5161570, -119.8288460 34.5163430, -119.8289370 34.5165150, -119.8290120 34.5166570, -119.8291420 34.5169630, -119.8291830 34.5171080, -119.8292150 34.5172730, -119.8292240 34.5174170, -119.8292220 34.5176830, -119.8291870 34.5185350, -119.8291800 34.5191140, -119.8292360 34.5196760, -119.8292630 34.5198450, -119.8293620 34.5202310, -119.8295060 34.5206280, -119.8297240 34.5210810, -119.8300250 34.5216010, -119.8301370 34.5217740, -119.8303630 34.5220490, -119.8305320 34.5222190, -119.8307240 34.5224330, -119.8309980 34.5226930)"
U101,"LINESTRING (-119.7542860 34.4392180, -119.7541710 34.4391150, -119.7537930 34.4387740)"
U101,"LINESTRING (-119.7678960 34.4410010, -119.7669350 34.4410370, -119.7648780 34.4411060, -119.7644250 34.4411210, -119.7640960 34.4411380, -119.7617500 34.4412290, -119.7610120 34.4412720, -119.7598800 34.4413190)"
S154,"LINESTRING (-119.7685350 34.4571440, -119.7683520 34.4568870, -119.7679560 34.4563850, -119.7674290 34.4557690, -119.7667510 34.4550690, -119.7666780 34.4549940, -119.7656470 34.4541170, -119.7655400 34.4540260, -119.7640140 34.4527280, -119.7624790 34.4514670)"
U101,"LINESTRING (-119.7847100 34.4421190, -119.7844980 34.4421000, -119.7841810 34.4420750, -119.7836540 34.4420680, -119.7824110 34.4421080, -119.7822110 34.4421080, -119.7791880 34.4422020, -119.7786890 34.4422070, -119.7782040 34.4422120, -119.7777510 34.4422000, -119.7770050 34.4421740, -119.7763600 34.4421260, -119.7758670 34.4420870, -119.7755000 34.4420360, -119.7750850 34.4419780, -119.7734460 34.4416910, -119.7722170 34.4414490)"
S154,"LINESTRING (-119.7781230 34.4712900, -119.7781260 34.4712350, -119.7780900 34.4710580, -119.7780290 34.4708770, -119.7779450 34.4707030, -119.7778400 34.4705360, -119.7777150 34.4703800, -119.7775710 34.4702350, -119.7774090 34.4701040, -119.7772590 34.4700090, -119.7771630 34.4699580, -119.7770810 34.4699240)"
S154,"LINESTRING (-119.7685350 34.4571440, -119.7688210 34.4575450, -119.7691330 34.4580300, -119.7695190 34.4587300, -119.7698910 34.4594950, -119.7700500 34.4598920, -119.7702420 34.4604130)"
S154,"LINESTRING (-119.7715390 34.4657740, -119.7715720 34.4664430, -119.7716430 34.4671810, -119.7716890 34.4674050, -119.7717150 34.4674920, -119.7717450 34.4675710, -119.7718150 34.4677570, -119.7719430 34.4680280)"
S154,"LINESTRING (-119.7599940 34.4478450, -119.7600150 34.4479100, -119.7600770 34.4481020, -119.7601150 34.4482190, -119.7601980 34.4484340, -119.7602890 34.4486310, -119.7604030 34.4488820, -119.7605930 34.4493000, -119.7607380 34.4495440, -119.7611060 34.4500610, -119.7614000 34.4504310, -119.7615120 34.4505590, -119.7617800 34.4508330, -119.7620050 34.4510430, -119.7621290 34.4511640)"
U101,"LINESTRING (-119.7172730 34.4233050, -119.7170170 34.4231270, -119.7169060 34.4230500, -119.7161570 34.4225000, -119.7152100 34.4218060, -119.7141720 34.4210450, -119.7139720 34.4208980, -119.7139290 34.4208670, -119.7138700 34.4208240, -119.7113730 34.4189930, -119.7108170 34.4185850, -119.7107900 34.4185650)"
U101,"LINESTRING (-119.7197470 34.4250780, -119.7196370 34.4250130, -119.7195080 34.4249280, -119.7189940 34.4245730, -119.7188360 34.4244650, -119.7184130 34.4241260, -119.7180100 34.4238340, -119.7177320 34.4236320, -119.7174900 34.4234560, -119.7172730 34.4233050)"
U101,"LINESTRING (-119.7310870 34.4275200, -119.7297810 34.4272430, -119.7293480 34.4271640, -119.7289120 34.4270970, -119.7286390 34.4270470, -119.7278390 34.4269390, -119.7277990 34.4269340, -119.7263080 34.4267380)"
U101,"LINESTRING (-119.7327000 34.4278500, -119.7321350 34.4277430, -119.7310870 34.4275200)"
U101,"LINESTRING (-119.6970950 34.4125700, -119.6969310 34.4126200, -119.6967170 34.4126930, -119.6962170 34.4128810, -119.6957190 34.4131070)"
U101,"LINESTRING (-119.6897540 34.4182230, -119.6897220 34.4182540, -119.6895410 34.4184000, -119.6893480 34.4185360, -119.6891460 34.4186600, -119.6890590 34.4187060)"
U101,"LINESTRING (-119.6734010 34.4198920, -119.6732020 34.4198670, -119.6729590 34.4198440, -119.6727650 34.4198380, -119.6725950 34.4198300, -119.6725410 34.4198310, -119.6723880 34.4198280, -119.6720190 34.4198430, -119.6718220 34.4198490, -119.6714400 34.4198880, -119.6710270 34.4199520, -119.6707540 34.4200100)"
S154,"LINESTRING (-119.7964830 34.4917740, -119.7964250 34.4917470, -119.7960740 34.4915660, -119.7955340 34.4913330, -119.7954260 34.4912920, -119.7949030 34.4910910, -119.7947910 34.4910230, -119.7947650 34.4910070, -119.7945100 34.4908100, -119.7942810 34.4905340, -119.7942090 34.4904250, -119.7935040 34.4892290, -119.7930240 34.4884400, -119.7928040 34.4881570, -119.7919620 34.4873680, -119.7917720 34.4872300, -119.7916550 34.4871560, -119.7914260 34.4870360, -119.7911820 34.4869350, -119.7909180 34.4868540, -119.7906600 34.4867950, -119.7904610 34.4867710, -119.7903850 34.4867680)"
S154,"LINESTRING (-119.7773950 34.4725060, -119.7772760 34.4726260, -119.7770790 34.4727920, -119.7769890 34.4728550, -119.7768390 34.4729260, -119.7764780 34.4730630, -119.7748620 34.4735370, -119.7742730 34.4737370, -119.7741220 34.4738000, -119.7740000 34.4738660, -119.7736000 34.4741410, -119.7731700 34.4744590, -119.7729370 34.4746910, -119.7725520 34.4751880, -119.7722700 34.4754840, -119.7720180 34.4756720, -119.7718140 34.4757970, -119.7715890 34.4758940, -119.7713520 34.4759720, -119.7710070 34.4760510, -119.7701160 34.4762060, -119.7700210 34.4762330, -119.7698260 34.4763070)"
S154,"LINESTRING (-119.7698260 34.4763070, -119.7698060 34.4763150, -119.7696870 34.4763720, -119.7695380 34.4764630, -119.7693890 34.4765680, -119.7692750 34.4766770, -119.7691360 34.4768490, -119.7690610 34.4769750, -119.7690010 34.4771060, -119.7689590 34.4772430, -119.7689340 34.4773820, -119.7689270 34.4775220, -119.7689510 34.4778150, -119.7689890 34.4779460, -119.7690540 34.4780900, -119.7691650 34.4782920, -119.7692950 34.4784970, -119.7694400 34.4786920, -119.7696280 34.4788690, -119.7699220 34.4790620, -119.7707120 34.4794870, -119.7712280 34.4798180, -119.7714220 34.4799750, -119.7715940 34.4801480, -119.7717440 34.4803340, -119.7718690 34.4805330, -119.7721610 34.4814230, -119.7722250 34.4815410, -119.7723540 34.4817310, -119.7724830 34.4818730, -119.7725710 34.4819570, -119.7726910 34.4820510, -119.7735070 34.4825870, -119.7740180 34.4829020)"
S154,"LINESTRING (-119.7801030 34.4838450, -119.7800730 34.4838390, -119.7799390 34.4838220, -119.7798300 34.4838170, -119.7794420 34.4838380, -119.7786200 34.4839380, -119.7782880 34.4839600, -119.7780400 34.4839510, -119.7775050 34.4838900, -119.7769700 34.4838640, -119.7766300 34.4838220, -119.7765770 34.4838100)"
U101,"LINESTRING (-119.6537160 34.4225690, -119.6537080 34.4225660, -119.6531140 34.4223450, -119.6524320 34.4220800, -119.6518780 34.4217210, -119.6510010 34.4214800, -119.6500030 34.4212220, -119.6493640 34.4210690)"
U101,"LINESTRING (-119.6646250 34.4217540, -119.6640790 34.4219070, -119.6639010 34.4219540, -119.6626940 34.4222930, -119.6620280 34.4224690, -119.6614770 34.4226260, -119.6613810 34.4226520)"
U101,"LINESTRING (-119.6461940 34.4202860, -119.6451360 34.4200180, -119.6449530 34.4199790, -119.6447870 34.4199480, -119.6446100 34.4199210, -119.6443930 34.4198950, -119.6442060 34.4198680, -119.6440040 34.4198580, -119.6438480 34.4198520, -119.6436860 34.4198500, -119.6432530 34.4198560, -119.6429210 34.4198770, -119.6427350 34.4198960, -119.6423940 34.4199430, -119.6421580 34.4199960, -119.6418420 34.4200840, -119.6416470 34.4201490, -119.6414870 34.4201970, -119.6413170 34.4202540, -119.6411360 34.4203190)"
U101,"LINESTRING (-119.6280370 34.4214640, -119.6274960 34.4213040, -119.6268290 34.4211420, -119.6264690 34.4210840, -119.6258020 34.4210050, -119.6257360 34.4210000, -119.6252050 34.4209630, -119.6247830 34.4209440, -119.6241340 34.4209290, -119.6236870 34.4209270, -119.6233890 34.4209250, -119.6229160 34.4209430, -119.6218910 34.4210090, -119.6199270 34.4211780, -119.6197390 34.4212040, -119.6181980 34.4214140, -119.6175730 34.4214950)"
U101,"LINESTRING (-119.6175730 34.4214950, -119.6169190 34.4215790, -119.6157560 34.4217170, -119.6150720 34.4218050, -119.6145870 34.4218510, -119.6144820 34.4218550)"
U101,"LINESTRING (-119.5759100 34.4156390, -119.5754880 34.4156480, -119.5748390 34.4156960, -119.5738920 34.4158130, -119.5685070 34.4165980, -119.5674610 34.4167340, -119.5669230 34.4167780, -119.5668370 34.4167850, -119.5663870 34.4167980, -119.5658680 34.4167750, -119.5652690 34.4167160, -119.5641250 34.4166020, -119.5632660 34.4165180)"
U101,"LINESTRING (-119.5808810 34.4163490, -119.5803040 34.4162300, -119.5785800 34.4158800, -119.5778190 34.4157340, -119.5774520 34.4156830, -119.5771060 34.4156530, -119.5769390 34.4156470)"
U101,"LINESTRING (-119.5825900 34.4166880, -119.5824680 34.4166650, -119.5819270 34.4165650, -119.5808810 34.4163490)"
U101,"LINESTRING (-119.5566220 34.4136610, -119.5558490 34.4130340, -119.5553120 34.4125990, -119.5546080 34.4120700, -119.5532350 34.4111040)"
U101,"LINESTRING (-119.5572730 34.4142120, -119.5568560 34.4138500, -119.5566220 34.4136610)"
S246,"LINESTRING (-120.0657520 34.6106220, -120.0636010 34.6105970, -120.0621210 34.6106060, -120.0612510 34.6106100, -120.0611820 34.6106100, -120.0593160 34.6105810, -120.0589930 34.6105730, -120.0587150 34.6105560, -120.0579690 34.6104920, -120.0561180 34.6104460, -120.0551680 34.6104340)"
S1,"LINESTRING (-120.4576010 34.6607340, -120.4576010 34.6607350, -120.4576010 34.6608290, -120.4576010 34.6613500, -120.4576360 34.6617280, -120.4576590 34.6636590, -120.4576450 34.6642310, -120.4576250 34.6650990)"
S1,"LINESTRING (-120.4888800 34.7127210, -120.4890460 34.7131950, -120.4891440 34.7136110, -120.4892900 34.7141050, -120.4893540 34.7145370, -120.4894080 34.7151750, -120.4894260 34.7157680, -120.4894270 34.7158010)"
S1,"LINESTRING (-120.4575630 34.6699520, -120.4575600 34.6702110, -120.4575180 34.6713350, -120.4574940 34.6717110, -120.4573280 34.6727910, -120.4573070 34.6729260, -120.4572810 34.6730810, -120.4570790 34.6740230, -120.4568910 34.6750330)"
S1,"LINESTRING (-120.4678280 34.7805920, -120.4676910 34.7806730, -120.4674440 34.7808540, -120.4671960 34.7810300, -120.4667550 34.7813610, -120.4661520 34.7818600, -120.4658560 34.7821550, -120.4654180 34.7826610, -120.4650080 34.7831250, -120.4643400 34.7838800, -120.4636940 34.7845930, -120.4621420 34.7863640, -120.4614320 34.7871490, -120.4606790 34.7880030, -120.4598940 34.7887910, -120.4594570 34.7891760, -120.4589970 34.7895630)"
S1,"LINESTRING (-120.4710060 34.7793050, -120.4709610 34.7793140, -120.4705740 34.7794090, -120.4699700 34.7795960, -120.4691240 34.7799230, -120.4685260 34.7802030, -120.4680850 34.7804410, -120.4678280 34.7805920)"
S1,"LINESTRING (-120.4259580 34.6123030, -120.4256220 34.6120580, -120.4253130 34.6118710, -120.4248310 34.6116160, -120.4237450 34.6110710, -120.4215720 34.6099580, -120.4212570 34.6097940)"
S246,"LINESTRING (-120.4250530 34.6571150, -120.4249480 34.6574420, -120.4248160 34.6578670, -120.4239550 34.6606320, -120.4236380 34.6616490, -120.4234830 34.6620120, -120.4233120 34.6623300, -120.4231620 34.6625470, -120.4229990 34.6627640, -120.4227320 34.6630600, -120.4225160 34.6632730, -120.4221980 34.6635220, -120.4221840 34.6635330, -120.4221700 34.6635430)"
S1,"LINESTRING (-120.4303960 34.6248130, -120.4308150 34.6254040, -120.4312910 34.6261460, -120.4314600 34.6263970, -120.4321440 34.6273440, -120.4324750 34.6279420, -120.4326330 34.6283280, -120.4327110 34.6285680, -120.4327810 34.6289550, -120.4328300 34.6294940, -120.4328210 34.6301250, -120.4327860 34.6304350, -120.4326380 34.6310100, -120.4324640 34.6314620, -120.4322040 34.6319580, -120.4319840 34.6324930, -120.4319440 34.6326490, -120.4319150 34.6327810, -120.4318980 34.6329260, -120.4319020 34.6330670, -120.4319180 34.6332440, -120.4319760 34.6334400)"
S246,"LINESTRING (-120.4323590 34.6433570, -120.4323380 34.6433700, -120.4318170 34.6436940, -120.4316990 34.6437630, -120.4315910 34.6438250, -120.4312940 34.6439980, -120.4308940 34.6442310, -120.4299260 34.6447710, -120.4296860 34.6449480, -120.4292260 34.6453410, -120.4289590 34.6456220, -120.4287900 34.6458710, -120.4285690 34.6462330, -120.4284210 34.6465910, -120.4280210 34.6476640, -120.4277600 34.6485950, -120.4274380 34.6496550, -120.4262250 34.6534700, -120.4257540 34.6549340)"
S1,"LINESTRING (-120.4481270 34.6389290, -120.4452540 34.6389030, -120.4427540 34.6388810, -120.4410780 34.6388590)"
S246,"LINESTRING (-120.4358690 34.6413230, -120.4354910 34.6415210, -120.4346620 34.6419990)"
S246,"LINESTRING (-120.4167960 34.6645990, -120.4154450 34.6645890, -120.4113590 34.6645970, -120.4094440 34.6645660, -120.4085610 34.6645570)"
S246,"LINESTRING (-120.4221700 34.6635430, -120.4219520 34.6636960, -120.4215350 34.6639580, -120.4211500 34.6641490, -120.4210680 34.6641860, -120.4209130 34.6642550, -120.4205560 34.6643710, -120.4201030 34.6644960, -120.4197240 34.6645560, -120.4194270 34.6645910, -120.4191540 34.6646070, -120.4185450 34.6646130, -120.4167960 34.6645990)"
S246,"LINESTRING (-120.3348400 34.6644560, -120.3341670 34.6644470, -120.3336430 34.6644180, -120.3333480 34.6643900, -120.3326400 34.6642900, -120.3318900 34.6641470, -120.3314020 34.6640190, -120.3311340 34.6639410, -120.3308450 34.6638560, -120.3301920 34.6636150, -120.3301110 34.6635850, -120.3297210 34.6634170, -120.3291690 34.6631500)"
S135,"LINESTRING (-120.3909090 34.7586020, -120.3904400 34.7585340, -120.3892010 34.7583840)"
S1,"LINESTRING (-120.4409350 34.7974500, -120.4411470 34.7978200, -120.4415410 34.7985360, -120.4420390 34.7996530, -120.4427320 34.8009620)"
U101,"LINESTRING (-120.3343100 34.7925950, -120.3347020 34.7928200, -120.3356200 34.7934730, -120.3362220 34.7939630, -120.3370650 34.7948030, -120.3393980 34.7974230, -120.3401220 34.7982810, -120.3407130 34.7990840, -120.3411890 34.7998320, -120.3412450 34.7999200, -120.3416830 34.8007650, -120.3420600 34.8016250, -120.3424170 34.8025530, -120.3430790 34.8043480, -120.3431620 34.8045960, -120.3432660 34.8048790)"
S135,"LINESTRING (-120.4240940 34.7664580, -120.4232020 34.7660560, -120.4231680 34.7660410, -120.4196220 34.7644820, -120.4195110 34.7644360)"
S1,"LINESTRING (-120.4261850 34.7675970, -120.4261080 34.7675400, -120.4256710 34.7672910, -120.4242220 34.7665230)"
S1,"LINESTRING (-120.4293200 34.7738500, -120.4298960 34.7750400, -120.4299310 34.7751120, -120.4309070 34.7771840, -120.4310270 34.7774420, -120.4310390 34.7774690, -120.4325770 34.7806560, -120.4333030 34.7821610)"
S1,"LINESTRING (-120.4281600 34.7709290, -120.4284020 34.7717170, -120.4285900 34.7722170, -120.4287270 34.7726100)"
S1,"LINESTRING (-120.4496510 34.8253480, -120.4495850 34.8260580, -120.4495430 34.8268870, -120.4496060 34.8273410, -120.4498520 34.8285410)"
U101,"LINESTRING (-120.3838220 34.8514010, -120.3842330 34.8518730, -120.3843250 34.8519780, -120.3859050 34.8538310, -120.3882560 34.8565590, -120.3884050 34.8567270)"
